model,type,review
S12(PD2162),续航赛道,为什么不出现百分之15低电量提示，直接关机了，而且有时直接跳电，从63跳到58
S12(PD2162),性能赛道,美女，过节手机有什么活动？;你明天把手机我介绍一下;内存大，电池大，像素大;512内存;看看都什么价位
S12(PD2162),内置程序,06中国移动这个无线的密码是啥？
S12(PD2162),内置程序,系统更新第3代后，打开手机相册，影响了看视频的手感，感觉不是很舒服
S12(PD2162),发热赛道,开微信视频手机卡顿明显，发热过于严重
S12(PD2162),内置程序,系统升级了以后，不又是我叫还有别人叫了也唤醒，认不出我的声音。
S12(PD2162),性能赛道,很多游戏都非常卡，点不开，这样的游戏还留着干什么
S12(PD2162),性能赛道,快点出手游啊
S12(PD2162),内置程序,抬起亮屏设置后找不到关闭
S12(PD2162),内置程序,更新完了之后手机快充用不了，锁屏壁纸也换不了。
S12(PD2162),内置程序,微信视频的时候，手机摄像头吊针模糊。
S12(PD2162),性能赛道,手机为什么现在比如和别人打视频    然后在刷抖音的话就卡的不行;为什么
S12(PD2162),内置程序,最新更新的系统，滑动桌面的时候有绿色的残留
S12(PD2162),续航赛道,设备耗电太快，待机状态下都会自行耗电，根据提示关闭相应程序后依然存在这种问题
S12(PD2162),性能赛道,售后其他;TS2023042900102 用户（157***5525）来电表示之前反馈问题，你们工作人员自己开车在忙说12点也没有回电，告知看到之前有反馈过，记录条码：***，用户表示手机目前就显示vivo ，开不了机去售后检测主板问题。自己有很多怨言：提前激活没有告诉消费者，给其解释：我们非常重视您的反馈，作为品牌方，公司是不允许店铺提前激活手机的行为，我们对店铺也有严格的要求，店铺必须为消费者提供全新的机器。为确认消费者购买到的机器功能正常，不排除个别误激活情况...用户打断表示那也应该告知消费者，买手机之前也出现过卡顿，卡了十多分钟就好了自己也购买点就让找售后，好了也解没有找，过保就不好使用了。其表示激活了也得告知消费者，培训不可能这个不告知属于欺骗，还提前激活一个月，自己也不知道别人退回去不要了再卖给自己。手机现在修不修无所谓，就要公司告知自己是不是可以这样销售手机，且手机已过保就坏了新历不平衡，为其反馈，正常结束。
S12(PD2162),内置程序,手机不能录制声音
S12(PD2162),性能赛道,技巧流畅
S12(PD2162),内置程序,希望此软件可以用身份证实名注册 还有中国id定位 不要让诈骗分子有可利用的地方 不然这个软件不长久
S12(PD2162),内置程序,亲，店里有这款吗;好;有活动吗;有橙色吗;可以;哦哦！这个是侧边指纹解锁？;那不太方便哈;哦哦;特别老的手机还能以旧换新吗;就我爸妈现在转用着的;现在;能抵多少钱[捂脸];哦哦;哦哦;父亲节母亲节还有活动吗;现在好像没什么太大优惠;哦哦
S12(PD2162),内置程序,为什么在我的手机上找不到录音功能
S12(PD2162),内置程序,升级最新系统之后手机非常卡顿不流畅，包括锁屏进入桌面和左右滑动桌面都非常卡顿
S12(PD2162),性能赛道,手机sim卡启动不了怎么回事？
S12(PD2162),性能赛道,一天就给两个任务，太少了，能多给点不，不然没法玩
S12(PD2162),续航赛道,手机电量亮屏的时候不更新不掉电，把屏熄灭了再亮屏才会掉电
S12(PD2162),续航赛道,现在打开抖音就是挖呀挖;「小王子：[视频]」- - - - - - - - - - - - - - -挖这个;关机最省电;「光谷体验店-vivo金丽芳：这是哪路神仙？[偷笑]」- - - - - - - - - - - - - - -陆地龟丞相;「陌尘北念：@小王子 我家里还有一只墨龟」- - - - - - - - - - - - - - -墨龟是啥品种？;我瞅瞅？;「水泥封心：镇宅」- - - - - - - - - - - - - - -摆件？;十块钱一只的你想多大[汗];「水泥封心：晚上还要去拿英短」- - - - - - - - - - - - - - -猫？;这个主子多少钱？市价？;我们小区今天凌晨有个阿姨发飙了;狗被药死了;从凌晨三点在小区群骂到早上六点半;我在群里从三点半，吃瓜吃到六点半;阿姨除了语气词有重复以外，其他的没一个字重复;居然没人？
S12(PD2162),内置程序,你都把你的手机机型都打错字母了，是vivo S12
S12(PD2162),性能赛道,每天都发垃圾信息，影响了正常生活
S12(PD2162),内置程序,我说可以取消你们相册的自动p图功能吗。。。色调真的很丑啊。。。我一张黄调的图存进相册 系统自带的修图直接修成了灰调想丑死谁。。。求求你了我会自己p图别瞎调了🥺🥺🥺
S12(PD2162),性能赛道,请求添加你为联系人;问哈你去年在你那买的手机开关声音键不灵了  怎么办;质保多久;售后在那;当时都没给我发票怎么去找售后
S12(PD2162),续航赛道,其它功能;S12 升级后 电量到二十不提醒 *** 重启 还原
S12(PD2162),内置程序,应用音量单独调节中的音量调节有毛病。游戏崩坏：星穹铁道，未删除的时候，没玩，后台也没有运行，但一直显示出来。删除之后打开也还有。
S12(PD2162),性能赛道,屏幕大，网速快。
S12(PD2162),性能赛道,加载不了进度条不动再就是加载失败
S12(PD2162),续航赛道,我知道群里有些朋友已经出了远门去旅游了哦~防止路上耗电太多，可以试试下面这些延长续航的方法👇
S12(PD2162),发热赛道,手机起热，电量消耗太快，有时信号也不好！
S12(PD2162),内置程序,你好，在吗;在上班吗;我是上次在你哪买手机的，丁杰朋友;方便接电话吗;151***5433;打我？;133***3085
S12(PD2162),性能赛道,每次玩的时候合成宝物基本都会闪退，而且游戏网络也很卡，你连网络和游戏服务器都做不好，你还来做游戏这么急着圈钱吗
S12(PD2162),内置程序,S12 手机升级之后手机不显示闪充，建议关闭睡眠模式，不行售后检测。 6.9.14 *** https://km.vivo.xyz/pages/viewpage.action?pageId=403496172
S12(PD2162),性能赛道,6ΔΔAWoNt1oFWB8ÄÄ【长按复制】拜托帮我助下力😸，🍥打🌴开🍉番茄小说 😚我🍰🌴🍜马上就能 a:/ 拿红包🎄🍋啦！复😌制;不是拼多多;番茄小说;不是;用番茄小说扫;没事，不用下载;我就试试的;你在门面吗？我过几天去换个手机膜，
S12(PD2162),性能赛道,我那个手机打视频怎么也卡啊;是不是手机的事啊;打电话也卡
S12(PD2162),内置程序,vivo手机的计步器一点都不准， 房间里面待了一上午，来来回回走了至少一二千步，步数却一点都没增加。真是个垃圾。
S12(PD2162),内置程序,亲五一购机啥活动;我老公;s12;还有没;手机丢了，刚丢;需要怎么处理？;那就没办法了，那个微信，抖音等各种APP付款是不是需要冻结账号呢;手机卡已经重新办理了一张;那后期你是不是不调回来了?;是;我随后找你;亲，这个优惠券和积分抵现你们那使用吗？;意思我线上下单这会儿?;你们几点下班？;我们这会在外边吃饭，;上的太慢了;人多;在哪个模块领积分，没找到[捂脸]
S12(PD2162),性能赛道,进不去，一直是这样
S12(PD2162),内置程序,总是推送应用消息，烦，可以少推送一些没必要的软件吗
S12(PD2162),性能赛道,手机更新完系统为什么充电变慢了手机没更新之前充电很快更新完之后就变慢了而且在不充电的情况下平常玩手机掉电就一直卡在那个电量不动玩了一会就直接跳过几个数字
S12(PD2162),续航赛道,大家早上好，5月社群打卡签到晒图🉑领礼品，规则如下：1、连续签到🈵30天；2、每天签到截图7:30-11:30之间发群里；3、积分在官网兑换礼品或抽奖；4、签🈵前5名发截图的顾客🉑获得到店神秘大礼包奥！5、5月签到截止5.31日。[太阳]本月新进群用户连续签到10天即可联系管理员领礼品哦[爱心];上月签到完成的记得到店来领取礼品哦;提前截图核对;有啊 过来我给你核对;我知道群里有些朋友已经出远门去旅游了哦~防止路上耗电太多，可以试试下面这些延长续航的方法👇
S12(PD2162),性能赛道,更新系统之后手机耗电非常快，以前我正常使用可以用8个小时，系统更新后只能使用4 5个小时，且系统刚弹出“还有30秒关机”直接秒关机，根本没有充电的余地
S12(PD2162),性能赛道,再打个鸡巴毛，你管我手机卡不卡
S12(PD2162),内置程序,没有声音语音打不开怎么回事
S12(PD2162),续航赛道,你在迈皋桥苏宁vivo？;还有如果检测有问题可以免费维修？;我这个手机1月份才买的;那我怎么办啊;我去新街口？;可以免费换电池？;检测不要钱吧
S12(PD2162),续航赛道,什么时候有;电池;vivoS12;187***4651;在路上;行
S12(PD2162),内置程序,售后今天有人上班吗？;好的，售后解锁要带什么过去呢？;要不要带盒子？;好的
S12(PD2162),性能赛道,经常玩的时候就闪退，或者就进不去
S12(PD2162),发热赛道,汽车插线手机导航时，手机发热，且充不进电。
S12(PD2162),内置程序,更新完系统后大多数软件都无法进入，全部闪退，希望能尽快解决
S12(PD2162),内置程序,系统更新了，导航键太紧凑了，三个键按着不舒服，能不能分开一点，左边和右边的往边上移一点
S12(PD2162),内置程序,我的锁屏壁纸想设置成类似于白色的冷色调壁纸，但是锁屏上的时间会因为冷色调看不清楚，所以想请官方优化一下这个锁屏时间的字体问题。拜托了！我想换个颜色的时间字体，谢谢。
S12(PD2162),内置程序,手机放在口袋总是触发紧急拨号有什么方法解决
S12(PD2162),内置程序,投屏镜像到电视时，因为手机屏的尺寸和电视屏尺寸有差异，造成观看视频时有黑边出现，影响观感。希望能够改进。
S12(PD2162),性能赛道, 聊天火花能不能三四天不聊，才给人断了，能不能出个恢复聊天火花的功能。收到信息咋还带延迟，
S12(PD2162),内置程序,S12 打不开“一汽大众”App ，希望优化一下。
S12(PD2162),内置程序,其它功能;S12 手机升级拍照画帧丢失，视频卡顿 耗电快 倒计时30秒关机，不会等30秒 ***
S12(PD2162),性能赛道,好卡;拍照模糊;怎么拍;店在哪;啊;[捂脸];你咋知道我现在用的是12;12还不如7;[捂脸];拍照好差;就是7拍照好;不好;不如7
S12(PD2162),内置程序,拼多多这种黑客病毒软件谷歌商店都下架封禁了，vivo应用商店为什么在推荐安装首位？
S12(PD2162),内置程序,老是弹出来骚扰我，烦不胜烦讨厌极了
S12(PD2162),续航赛道,手机手电筒又不能用了;能给问问是怎么回事吗，电量充足
S12(PD2162),性能赛道,玩个游戏明明在前台运行着，玩着，却又显示在后台高耗电？
S12(PD2162),内置程序,更新后，原子隐私相册的照片和视频显示不出来，移也移不出。视频感叹号显示说不支持4k？照片直接是不显示的
S12(PD2162),性能赛道,手机突然卡顿，希望尽快解决问题，
S12(PD2162),内置程序,快应用满签16
S12(PD2162),性能赛道,网络很差，无论是数据还是WiFi，速度都很差
S12(PD2162),性能赛道,镇魔曲手游十分钟闪退一次
S12(PD2162),内置程序,壁纸推荐
